obs_index,CooksD,threshold
4735,4.7497062423681935e-05,2.117825205296681e-05
4738,4.807558769574501e-05,2.117825205296681e-05
4740,7.317430355219912e-05,2.117825205296681e-05
4773,3.822560554146207e-05,2.117825205296681e-05
4865,3.6584916137090656e-05,2.117825205296681e-05
4888,3.3074669378111834e-05,2.117825205296681e-05
4928,7.222277070133108e-05,2.117825205296681e-05
4959,4.424895653374796e-05,2.117825205296681e-05
4977,0.00015081387022087403,2.117825205296681e-05
4985,9.255506341168379e-05,2.117825205296681e-05
4993,3.0486597369027273e-05,2.117825205296681e-05
5031,9.239103176150395e-05,2.117825205296681e-05
5035,4.268876788298263e-05,2.117825205296681e-05
5112,4.14287985314001e-05,2.117825205296681e-05
5153,0.0001333795508741784,2.117825205296681e-05
5157,0.00038982096512788037,2.117825205296681e-05
5171,0.00010315409677331031,2.117825205296681e-05
5182,8.629315422970863e-05,2.117825205296681e-05
5206,8.870784424873204e-05,2.117825205296681e-05
5223,3.680314951853362e-05,2.117825205296681e-05
5235,0.00012717351740658436,2.117825205296681e-05
5236,3.715261228086066e-05,2.117825205296681e-05
5267,6.917528771815025e-05,2.117825205296681e-05
5295,5.0299312813683635e-05,2.117825205296681e-05
5323,2.6853236412080652e-05,2.117825205296681e-05
5335,2.3474466681747997e-05,2.117825205296681e-05
5341,2.827272584684775e-05,2.117825205296681e-05
5349,6.848174457488962e-05,2.117825205296681e-05
5367,2.454427322520625e-05,2.117825205296681e-05
5369,4.281738708190296e-05,2.117825205296681e-05
5370,5.1455798299647586e-05,2.117825205296681e-05
5376,7.561952165091677e-05,2.117825205296681e-05
5387,6.402127389272552e-05,2.117825205296681e-05
5391,3.071453310948102e-05,2.117825205296681e-05
5402,0.00014330080440601157,2.117825205296681e-05
5420,7.967841047892615e-05,2.117825205296681e-05
5447,5.493085736413114e-05,2.117825205296681e-05
5460,3.617759802043767e-05,2.117825205296681e-05
5463,8.410698408971531e-05,2.117825205296681e-05
5467,0.00010960532478551357,2.117825205296681e-05
5478,7.979232996121712e-05,2.117825205296681e-05
5483,5.080601916412086e-05,2.117825205296681e-05
5537,7.43463866790357e-05,2.117825205296681e-05
5555,2.282729139296972e-05,2.117825205296681e-05
5573,4.460007587251582e-05,2.117825205296681e-05
5594,5.6624446061962126e-05,2.117825205296681e-05
5595,6.358771574232629e-05,2.117825205296681e-05
5613,4.316757182312684e-05,2.117825205296681e-05
5614,3.1939345867452165e-05,2.117825205296681e-05
5622,2.9571145174237163e-05,2.117825205296681e-05
5627,2.3556535285915937e-05,2.117825205296681e-05
5632,0.00011122797740715285,2.117825205296681e-05
5645,7.434519165670148e-05,2.117825205296681e-05
5678,4.5314266760179843e-05,2.117825205296681e-05
5679,4.6666118861282575e-05,2.117825205296681e-05
5690,5.8455662521019235e-05,2.117825205296681e-05
5693,6.200118495163286e-05,2.117825205296681e-05
5720,5.7870492954025994e-05,2.117825205296681e-05
5731,7.071725537810794e-05,2.117825205296681e-05
5834,3.87084936470353e-05,2.117825205296681e-05
5851,3.10425227029311e-05,2.117825205296681e-05
5860,5.827510367056424e-05,2.117825205296681e-05
5868,3.799895807694574e-05,2.117825205296681e-05
5878,9.688610836139709e-05,2.117825205296681e-05
5895,4.9643993055673926e-05,2.117825205296681e-05
5902,0.00013719393983689895,2.117825205296681e-05
5906,4.253683008221855e-05,2.117825205296681e-05
5927,6.429735200032603e-05,2.117825205296681e-05
5963,0.00018103481527585838,2.117825205296681e-05
5998,0.00014962291220853709,2.117825205296681e-05
6003,4.523457779828424e-05,2.117825205296681e-05
6040,4.3071463664022495e-05,2.117825205296681e-05
6046,6.716665059332165e-05,2.117825205296681e-05
6051,2.5367354648454046e-05,2.117825205296681e-05
6068,0.00012510390885953318,2.117825205296681e-05
6072,3.378619297926102e-05,2.117825205296681e-05
6133,4.025090324400943e-05,2.117825205296681e-05
6138,7.548487285891087e-05,2.117825205296681e-05
6146,4.691626766936167e-05,2.117825205296681e-05
6149,3.886964777905004e-05,2.117825205296681e-05
6190,0.0001335034798571259,2.117825205296681e-05
6192,0.00024028445680721015,2.117825205296681e-05
6204,0.0010132181453270945,2.117825205296681e-05
6223,6.960757226192606e-05,2.117825205296681e-05
6232,0.00010497035952549861,2.117825205296681e-05
6234,2.3551142891568544e-05,2.117825205296681e-05
6303,6.200361709925689e-05,2.117825205296681e-05
6321,8.262239412888076e-05,2.117825205296681e-05
6324,4.791768532856287e-05,2.117825205296681e-05
6326,3.596524866799388e-05,2.117825205296681e-05
6331,0.00016437847367219038,2.117825205296681e-05
6339,4.741617933477054e-05,2.117825205296681e-05
6382,4.33619005771684e-05,2.117825205296681e-05
6386,0.00012466233210330896,2.117825205296681e-05
6390,0.00013549205223481524,2.117825205296681e-05
6402,9.24912261174986e-05,2.117825205296681e-05
6406,0.00010622244839937004,2.117825205296681e-05
6409,8.635031256233043e-05,2.117825205296681e-05
6412,6.951984725489508e-05,2.117825205296681e-05
6417,8.44451001670994e-05,2.117825205296681e-05
6431,0.00021561586016317704,2.117825205296681e-05
6434,5.393448814547329e-05,2.117825205296681e-05
6453,2.3923619320329905e-05,2.117825205296681e-05
6458,0.0001618018523470151,2.117825205296681e-05
6462,7.526875453899003e-05,2.117825205296681e-05
6467,2.8668136696458173e-05,2.117825205296681e-05
6493,0.00016977265276964316,2.117825205296681e-05
6509,4.071758402801054e-05,2.117825205296681e-05
6520,2.9018941692923027e-05,2.117825205296681e-05
6521,3.7204390288596585e-05,2.117825205296681e-05
6525,0.0002398117276307754,2.117825205296681e-05
6534,3.353503136689318e-05,2.117825205296681e-05
6552,6.947089059973022e-05,2.117825205296681e-05
6558,2.362530560247734e-05,2.117825205296681e-05
6584,0.0001622675276549285,2.117825205296681e-05
6588,0.00010805620851027359,2.117825205296681e-05
6591,0.00010663016826835188,2.117825205296681e-05
6592,5.376901077966823e-05,2.117825205296681e-05
6596,6.553010131294012e-05,2.117825205296681e-05
6599,6.35051756127039e-05,2.117825205296681e-05
6610,2.6896385550057952e-05,2.117825205296681e-05
6630,3.036675111100913e-05,2.117825205296681e-05
6637,3.559421850093896e-05,2.117825205296681e-05
6638,2.659914472933867e-05,2.117825205296681e-05
6639,4.6166805523823206e-05,2.117825205296681e-05
6641,3.7440793154930874e-05,2.117825205296681e-05
6650,2.3854438463682448e-05,2.117825205296681e-05
6675,4.373093425192834e-05,2.117825205296681e-05
6681,4.648520044475971e-05,2.117825205296681e-05
6704,2.2878738952664477e-05,2.117825205296681e-05
6709,0.00012875066851303986,2.117825205296681e-05
6751,9.053391489153416e-05,2.117825205296681e-05
6753,6.200368564433849e-05,2.117825205296681e-05
6781,8.586551326044897e-05,2.117825205296681e-05
6787,7.027055646218994e-05,2.117825205296681e-05
6791,9.441251576439922e-05,2.117825205296681e-05
6800,0.00017488970799812322,2.117825205296681e-05
6822,0.00038889962847033134,2.117825205296681e-05
6823,3.502761142725405e-05,2.117825205296681e-05
6827,8.08515224195576e-05,2.117825205296681e-05
6846,7.636037384721564e-05,2.117825205296681e-05
6848,8.545549670625198e-05,2.117825205296681e-05
6856,4.7555186214499456e-05,2.117825205296681e-05
6858,3.936836160012731e-05,2.117825205296681e-05
6886,4.5265927904883085e-05,2.117825205296681e-05
6906,6.18223030303044e-05,2.117825205296681e-05
6927,2.444950495885378e-05,2.117825205296681e-05
6935,5.0587838444013174e-05,2.117825205296681e-05
6938,9.331129813269484e-05,2.117825205296681e-05
6940,0.00015345104081304796,2.117825205296681e-05
6959,2.6033962997448266e-05,2.117825205296681e-05
6969,9.633344564269679e-05,2.117825205296681e-05
6972,4.7740786195920696e-05,2.117825205296681e-05
6998,4.010292786338888e-05,2.117825205296681e-05
7010,9.782231988380517e-05,2.117825205296681e-05
7011,3.134540936376429e-05,2.117825205296681e-05
7029,0.0001816169133999262,2.117825205296681e-05
7035,4.96373171871049e-05,2.117825205296681e-05
7036,0.00019985283014720484,2.117825205296681e-05
7049,7.888953993245187e-05,2.117825205296681e-05
7065,2.7523061273880095e-05,2.117825205296681e-05
7069,3.765685999936563e-05,2.117825205296681e-05
7082,9.345727326116287e-05,2.117825205296681e-05
7111,6.702901260324122e-05,2.117825205296681e-05
7113,9.650982497316157e-05,2.117825205296681e-05
7121,0.0001519185458585052,2.117825205296681e-05
7133,8.426585666492786e-05,2.117825205296681e-05
7160,2.512451864044668e-05,2.117825205296681e-05
7174,8.964268004996557e-05,2.117825205296681e-05
7189,0.00010581963560930936,2.117825205296681e-05
7194,0.00012861845721283166,2.117825205296681e-05
7208,3.7527145150491014e-05,2.117825205296681e-05
7219,9.629330757257853e-05,2.117825205296681e-05
7230,5.25808592463039e-05,2.117825205296681e-05
7234,4.814048345070638e-05,2.117825205296681e-05
7335,0.00010145361828515839,2.117825205296681e-05
7392,4.5077357530022226e-05,2.117825205296681e-05
